searge,name,side,desc
func_203005_aq,isInWaterOrBubbleColumn,2,
func_203006_d,playSwimSound,2,
func_203007_ba,isSwimming,2,
func_203008_ap,isInWaterRainOrBubbleColumn,2,
func_203009_ad,determineNextStepDistance,2,
func_203010_cG,handleFluidSneak,0,
func_203011_g,setHome,2,
func_203012_t,setGoingHome,2,
func_203013_dB,getTravelPos,2,
func_203014_dG,isTravelling,2,
func_203015_s,setDigging,2,
func_203017_r,setHasEgg,2,
func_203018_dA,getHome,2,
func_203019_h,setTravelPos,2,
func_203020_dx,hasEgg,2,
func_203021_u,setTravelling,2,
func_203022_dF,isGoingHome,2,
func_203023_dy,isDigging,2,
func_203032_dq,getPhantomSize,2,
func_203033_m,updatePhantomSize,2,
func_203034_a,setPhantomSize,2,
func_203039_dq,squirtInk,2,
func_203041_m,updateTurtleHelmet,2,
func_203043_v,applyFloatMotion,2,
func_203044_p,getWaterDrag,2,
func_203045_n,setNoClip,2,Sets if this arrow can noClip
func_203047_q,getNoClip,2,Whether the arrow can noClip
func_203049_a,setArrowFlag,2,
func_203050_i,getHitGroundSound,2,
func_203055_e,setRockingTicks,2,
func_203056_b,getRockingAngle,0,
func_203057_r,updateRocking,2,
func_203058_B,getRockingTicks,2,
func_203066_o,getTileEntitiesPos,2,
func_203067_a,findBlockstateInArea,0,
func_203068_a,getArmAngleSq,0,
func_203095_a,getDifficulty,2,
func_203096_a,causeTridentDamage,2,
func_203102_g,updateSpeed,2,
func_203108_i,shouldMove,2,
func_203109_a,getRunDelay,2,
func_203110_f,getTargetDistanceSq,2,
func_203114_b,playBreakingSound,2,
func_203115_a,findTarget,2,
func_203116_c,playBrokenSound,2,
func_203131_a,isTemptedBy,2,
func_203155_a,findRandomTargetTowardsScaled,2,
func_203157_b,getDrag,2,
func_203159_a,placeBubbleColumn,2,
func_203166_c,removeOneEgg,2,
func_203167_a,tryTrample,2,
func_203168_a,hasProperHabitat,2,
func_203169_a,canGrow,2,
func_203173_b,growSeagrass,2,
func_203189_d,hasNoMatchingItems,2,
func_203190_g,getRiptideModifier,2,
func_203191_f,getLoyaltyModifier,2,
func_203192_h,hasChanneling,2,
func_203221_a,addIngredient,2,Adds an ingredient that can be any item in the given tag.
func_203222_a,spawnMobs,2,
func_203232_a,tick,2,
func_203300_b,approach,2,
func_203301_d,degreesDifferenceAbs,2,
func_203302_c,wrapSubtractDegrees,2,
func_203303_c,approachDegrees,2,
func_203403_c,create,2,
func_203410_as,drawProfiler,0,
func_203413_a,sendPlaceRecipePacket,0,
func_203417_a,isIn,2,
func_203419_a,dropRecord,2,
func_203420_a,startSignal,2,
func_203425_a,isIn,2,
func_203432_a,isFilteringCraftable,0,
func_203500_b,getId,2,
func_203501_a,getTypeFromId,2,
func_203600_c,getEmptyPlayerSlots,2,
func_203603_a,getCarvers,2,
func_203606_a,createCarver,2,
func_203607_a,getFeatures,2,
func_203608_a,decorate,2,
func_203609_a,addCarver,2,
func_203611_a,addFeature,2,
func_203631_b,isShallowOcean,2,
func_203701_dz,getFlopSound,2,
func_203704_dv,getMaxGroupSize,2,
func_203705_dA,isFromBucket,2,
func_203706_r,setFromBucket,2,
func_203707_dx,getFishBucket,2,
func_203714_a,setPuffState,2,
func_203715_dA,getPuffState,2,
func_203719_J,getWaterBrightness,0,
func_203721_h,getSize,0,
func_203790_a,emptyBucket,2,
func_203791_b,playEmptySound,2,
func_203792_a,onLiquidPlaced,2,
func_203902_a,withDisplay,2,
func_203903_a,withDisplay,2,
func_203904_a,register,2,
func_203905_a,withParent,2,
func_203906_b,addExperience,2,Adds the given amount of experience. (Not a direct setter)
func_203907_a,experience,2,Creates a new builder with the given amount of experience as a reward
func_203908_c,any,2,
func_203909_a,forParent,2,
func_203910_c,brewedPotion,2,
func_203911_a,changedDimensionTo,2,
func_203912_a,forLevel,2,
func_203913_a,forItem,2,
func_203914_c,any,2,
func_203916_c,any,2,
func_203917_a,forEffect,2,
func_203918_c,any,2,
func_203920_a,forBlock,2,
func_203921_a,forDamage,2,
func_203922_a,forItems,2,
func_203923_a,forItems,2,
func_203926_d,entityKilledPlayer,2,
func_203927_c,playerKilledEntity,2,
func_203928_a,playerKilledEntity,2,
func_203929_a,playerKilledEntity,2,
func_203930_a,forDistance,2,
func_203931_c,sleptInBed,2,
func_203932_a,forLocation,2,
func_203933_a,forDistance,2,
func_203934_a,placedBlock,2,
func_203936_a,forDamage,2,
func_203937_a,summonedEntity,2,
func_203938_c,any,2,
func_203939_c,any,2,
func_203941_a,usedTotem,2,
func_203943_a,canLive,2,
func_203944_q,getSurfaceBuilderConfig,2,
func_203968_a,blocked,2,
func_203969_a,type,2,
func_203970_b,build,2,
func_203971_a,create,2,
func_203977_a,serialize,2,
func_203978_a,isProjectile,2,
func_203979_b,build,2,
func_203980_a,direct,2,
func_203981_a,damageType,2,
func_203991_a,serialize,2,
func_203992_a,addProperty,2,Adds a property if the value is not null.
func_203993_b,forVertical,2,
func_203994_a,serialize,2,
func_203995_a,forHorizontal,2,
func_203996_a,create,2,
func_203997_a,distance,2,
func_203998_a,type,2,
func_203999_a,location,2,
func_204000_b,build,2,
func_204006_a,serialize,2,
func_204008_a,forDimension,2,
func_204009_a,serialize,2,
func_204010_a,forBiome,2,
func_204012_a,serialize,2,
func_204013_b,serialize,2,
func_204014_a,any,2,
func_204015_a,addEffect,2,
func_204026_h,getOceanRuinDistance,2,
func_204030_a,getBiomeFeatureDistance,2,
func_204034_a,setup,2,
func_204042_a,getRandomPieceWarm,2,
func_204043_b,getRandomPieceWarmBig,2,
func_204108_a,getTop,2,
func_204109_b,getUnder,2,
func_204110_c,getUnderWaterMaterial,2,
func_204207_a,getModelWithOverrides,0,
func_204208_ah,getHighspeedSplashSound,2,
func_204209_c,isMaxGroupSize,2,
func_204211_f,setBucketData,2,Add extra data to the bucket that just picked this fish up
func_204212_dI,getPatternColor,0,
func_204213_dJ,getPattern,0,
func_204214_a,pack,2,
func_204215_a,setVariant,2,
func_204216_dH,getBodyColor,0,
func_204217_dE,getSize,0,
func_204218_dG,getBodyTexture,0,
func_204220_dF,getPatternTexture,0,
func_204221_dB,getVariant,2,
func_204229_de,updateEyesInWaterPlayer,2,
func_204231_K,canSwim,0,
func_204253_a,tick,0,
func_204257_i,shouldPreload,0,
func_204259_a,enqueuePreload,0,
func_204268_a,removeStaleBanners,2,
func_204269_a,tryAddBanner,2,
func_204271_a,byTranslationKey,2,
func_204274_p,getWaterFogColor,2,
func_204284_a,makeMobAdvancement,2,Adds all the entities in {@link #MOB_ENTITIES} to the given advancement's criteria
func_204285_b,makeBiomeAdvancement,2,Adds all the biomes in {@link #EXPLORATION_BIOMES} to the given advancement's criteria
func_204288_a,makeBalancedDiet,2,Adds all the items in {@link #BALANCED_DIET} to the given advancement's criteria
func_204289_b,makeBredAllAnimals,2,
func_204294_a,getPos,2,
func_204299_f,getMapDecorationId,2,
func_204300_a,read,2,
func_204301_a,fromWorld,2,
func_204302_d,getName,2,
func_204303_e,write,2,
func_204304_a,getPos,2,
func_204305_c,getDecorationType,2,
func_204309_g,getCustomName,2,
func_204332_h,getByte,2,
func_204507_t,getFluidState,2,
func_204508_a,pickupFluid,2,
func_204509_a,receiveFluid,2,
func_204510_a,canContainFluid,2,
func_204515_c,reactWithNeighbors,2,
func_204519_t,ticksRandomly,2,
func_204520_s,getFluidState,2,
func_204521_c,getDripParticleData,0,
func_204522_a,animateTick,0,
func_204524_b,getFilledBucket,2,
func_204527_a,getBlockState,2,
func_204528_b,getLevelDecreasePerBlock,2,
func_204538_c,isEmpty,2,
func_204600_a,drawClouds,0,
func_204609_dp,isInDaylight,2,
func_204610_c,getFluidState,2,
func_204642_b,doAdjacentCubeSidesFillSquare,2,
func_204700_e,setInLove,2,
func_204701_dC,canBreed,2,
func_204703_dA,shouldDrown,2,
func_204704_a,startDrowning,2,
func_204706_dD,isDrowning,2,
func_204710_dB,isCloseToPathTarget,2,
func_204711_a,setSwimming,2,
func_204713_s,setSwimmingUp,2,
func_204714_e,shouldAttack,2,
func_204748_h,getShipwreckDistance,2,
func_204768_a,readPalletesAndBlocks,2,
func_204801_a,updateSpinAttack,2,
func_204802_c,setLivingFlag,2,
func_204803_n,startSpinAttack,2,
func_204804_d,spinAttack,2,
func_204805_cN,isSpinAttacking,2,
func_204809_d,setCaster,2,
func_204814_a,trigger,2,
func_204817_a,trigger,2,
func_204820_a,trigger,2,
func_204823_a,test,2,
func_204824_a,channeledLightning,2,
func_204826_a,test,2,
func_204827_a,forItem,2,
func_204829_a,create,2,
func_204830_a,test,2,
func_204849_b,deserializeArray,2,
func_204850_a,serializeArray,2,
func_204864_d,makeFish,2,
func_204865_c,makeFishBucket,2,
func_204869_b,printDebugWarning,0,
func_204870_b,tick,0,
func_204900_dz,canBreakDoors,2,
func_204901_j,isInBadEnvironment,2,
func_205001_m,getFarPlaneDistance,0,
func_205002_d,getBossColorModifier,0,
func_205004_a,hasStructure,2,
func_205010_bg,getMaxAir,2,
func_205011_p,updateAquatics,2,
func_205012_q,updateEyesInWater,2,
func_205014_p,updateSwimAnimation,2,
func_205015_b,getSwimAnimation,0,
func_205019_a,isNotColliding,2,
func_205021_dt,isNearHalloween,2,
func_205022_a,getBlockPathWeight,2,
func_205027_h,shouldBlockPushPlayer,0,
func_205030_f,addEffectsToPlayers,2,
func_205031_h,attackMobs,2,
func_205034_j,getAreaOfEffect,2,
func_205035_k,findExistingTarget,2,
func_205036_a,getActiveRotation,0,
func_205037_l,spawnParticles,2,
func_205038_d,shouldBeActive,2,
func_205039_c,isActive,2,
func_205040_i,updateClientTarget,2,
func_205049_d,getNeighborAwareLightSubtracted,2,
func_205052_D,getBrightness,2,
func_205060_a,rotLerpRad,0,
func_205063_a,getHead,0,
func_205067_c,getHead,0,
func_205068_b,getLid,0,
func_205069_a,getBase,0,
func_205071_a,getArmHoldingRose,0,
func_205072_a,getModelHead,0,
func_205106_a,updateLightmap,0,
func_205107_a,tick,0,
func_205108_b,disableLightmap,0,
func_205109_c,enableLightmap,0,
func_205133_c,canBreatheUnderwater,2,
func_205134_b,getMiningSpeedup,2,
func_205135_a,hasMiningSpeedup,2,
func_205140_a,canBreatheAt,2,
func_205141_g,navigate,2,
func_205179_a,isIce,2,
func_205182_b,isAirBellow,2,
func_205185_a,removeSnowLayer,2,
func_205190_a,seedSlimeChunk,2,
func_205218_i_,getBlocksToBeTicked,2,
func_205219_F_,getPendingFluidTicks,2,
func_205220_G_,getPendingBlockTicks,2,
func_205338_b,tickBlock,2,
func_205339_a,tickFluid,2,
func_205343_av,updateSwimming,2,
func_205348_f,isShowIcon,2,
func_205357_b,placeFish,2,
func_205359_a,isTickScheduled,2,
func_205360_a,scheduleTick,2,
func_205361_b,isTickPending,2,Checks if this position/item is scheduled to be updated this tick
func_205362_a,scheduleTick,2,
func_205365_a,tick,2,
func_205366_a,getPending,2,
func_205368_a,copyTicks,2,
func_205379_a,write,2,
func_205381_a,postProcess,2,
func_205388_a,get,2,
func_205390_a,setGeneratorOptions,2,
func_205391_j,getGeneratorOptions,2,
func_205392_a,setCustomOptions,2,
func_205393_e,hasCustomOptions,0,
func_205397_a,getPriority,2,
func_205398_a,getPriority,2,
func_205401_q,getSurfaceBuilder,2,
func_205402_s,getParent,2,
func_205403_k,getDisplayName,0,
func_205412_a,waterColor,2,
func_205413_b,waterFogColor,2,
func_205414_c,temperature,2,
func_205415_a,precipitation,2,
func_205416_a,surfaceBuilder,2,
func_205417_d,downfall,2,
func_205418_a,parent,2,
func_205419_a,category,2,
func_205420_b,scale,2,
func_205421_a,depth,2,
func_205432_a,getBiomes,2,
func_205433_b,getSize,2,
func_205436_a,setBiome,2,
func_205437_a,getBiome,2,
func_205441_a,setGeneratorSettings,2,
func_205442_b,getGeneratorSettings,2,
func_205445_a,getSeed,2,
func_205457_a,create,2,
func_205470_d,getGroundHeight,2,
func_205481_b,isOptionForBuffetWorld,0,
func_205483_a,createSettings,2,
func_205527_h,shouldShowIcon,0,
func_205532_l,getDefaultBlock,2,
func_205533_m,getDefaultFluid,2,
func_205538_a,setSpawnPos,2,
func_205539_n,getSpawnPos,2,
func_205548_a,setSeed,2,
func_205569_a,getTickRate,2,
func_205570_b,canFlow,2,
func_205573_a,causesDownwardCurrent,2,
func_205574_a,flowInto,2,
func_205575_a,flowAround,2,
func_205576_a,calculateCorrectFlowingState,2,
func_205579_d,canSourcesMultiply,2,
func_205580_a,beforeReplacingBlock,2,
func_205581_a,triggerEffects,2,
func_205586_a,shouldRenderSides,0,
func_205589_a,getNoiseGenerator,2,
func_205596_a,getRandomElement,2,
func_205610_a_,buildSurface,2,
func_205704_c,getFluids,2,
func_205706_b,getSurfaceBlocks,2,
func_205708_a,isPassenger,2,
func_205710_ba,canBeRiddenInWater,2,
func_205711_k,applyFloatMotion,2,
func_205712_c,getDropChance,2,
func_205714_dM,initExtraAI,2,
func_205715_ee,playJumpSound,2,
func_205719_a,attack,2,
func_205736_a,playSound,2,
func_205738_a,playSound,2,
func_205739_a,setActive,2,
func_205741_k,setWhitelistEnabled,2,
func_205743_a,kickPlayersNotWhitelisted,2,
func_205744_aT,isWhitelistEnabled,2,
func_205749_a,getCarvingMask,2,
func_205751_b,getFluidState,2,
func_205767_a,setCarvingMask,2,
func_205770_a,getHeight,2,
func_205772_D,getTags,2,
func_206236_a,getValue,0,"Gets the value of a specified command-line parameter from an OptionSet. If it doesn't exist, it returns the default value for the parameter."
func_206250_b,load,0,
func_206254_h,getMaxAge,0,
func_206255_j,getAttenuationDistance,0,
func_206257_x,commandsAllowedForAll,2,
func_206258_a,canPlayerLogin,2,
func_206287_a,upgradeBlock,2,
func_206290_a,cap,2,
func_206296_a,cap,2,
func_206309_a,fixBlock,2,
func_206323_b,cap,2,
func_206340_a,cap,2,
func_206355_a,fixItem,2,
func_206477_f,ensureNamespaced,2,
func_206531_b,registerInventory,2,
func_206557_a,registerEntity,2,
func_206563_a,registerEntity,2,
func_206581_b,registerThrowableProjectile,2,
func_206596_a,registerEntity,2,
func_206601_a,registerInventory,2,
func_206605_a,equipment,2,
func_206611_a,registerEntity,2,
func_206624_a,registerEntity,2,
func_206627_a,registerEntity,2,
func_206636_a,registerEntity,2,
func_206645_a,registerInventory,2,
func_206658_a,equipment,2,
func_206668_b,registerThrowableProjectile,2,
func_206674_c,registerMinecart,2,
func_206680_d,registerInventory,2,
func_206690_a,registerEntity,2,
func_206830_a,build,2,
func_206840_a,fillStateContainer,2,
func_206844_a,isIn,2,
func_206845_f,getPlacementTooltip,0,
func_206846_a,isStateAndTileEntityEqual,2,
func_206847_b,canPlaceOn,2,
func_206848_a,canDestroy,2,
func_206849_h,asBlockPos,2,
func_206854_a,buildSurface,2,
func_206860_a,setBiomes,2,
func_206861_a,setSize,2,
func_206865_a,build,2,
func_206869_a,getProperties,2,
func_206870_a,with,2,
func_206871_b,getValues,2,
func_206874_a,buildPropertyValueTable,2,
func_206875_b,getPropertiesWithValue,2,
func_206880_a,tick,2,
func_206881_a,animateTick,0,
func_206882_g,getLevel,2,
func_206883_i,getBlockState,2,
func_206884_a,isTagged,2,
func_206886_c,getFluid,2,
func_206888_e,isEmpty,2,
func_206889_d,isSource,2,
func_206890_h,ticksRandomly,2,
func_206891_b,randomTick,2,
func_206892_a,validateProperty,2,
func_206893_a,create,2,
func_206894_a,add,2,
func_206906_c,computeHashCode,2,
func_206914_b,getFluidState,2,
func_206915_b,needsRandomTickAny,2,
func_206917_d,needsRandomTickFluid,2,
func_206920_a,findSpawn,2,
func_206921_a,findSpawn,2,
func_206931_a,start,2,
func_206953_a,setCollection,2,
func_206956_a,makeWrapperTag,2,
func_206967_a,buildSurface,2,
func_207182_e,getStateContainer,2,
func_207183_f,setDefaultState,2,
func_207184_a,fillStateContainer,2,
func_207185_a,isIn,2,
func_207186_b,randomTick,2,
func_207187_a,isEquivalentTo,2,
func_207188_f,getDefaultState,2,
func_207191_a,tick,2,
func_207192_d,getLevel,2,
func_207193_c,isSource,2,
func_207196_h,ticksRandomly,2,
func_207204_a,getStillFluidState,2,
func_207205_e,getLevelFromState,2,
func_207207_a,getFlowingFluidState,2,
func_207215_a,updateId,2,
func_207300_l,determineNextAir,2,
func_207302_dI,onDrowned,2,
func_207304_a,applyAttributeBonuses,2,
func_207401_g,isNormalCube,2,
func_207403_q,shouldReturnToThrower,2,
func_207404_l,getName,2,
func_207405_b,setName,2,
func_207406_e,getPrefix,2,
func_207407_f,getSuffix,2,
func_207408_a,setPrefix,2,
func_207409_b,setSuffix,2,
func_207419_a,fix,2,
func_207437_a,create,2,
func_207476_a,create,2,
func_207502_a,registerEntity,2,
func_207507_i,getPrefix,0,
func_207508_j,getSuffix,0,
func_207511_e,getMaxHeight,2,
func_207515_a,setPrefix,2,
func_207517_b,setSuffix,2,
func_207664_d,getCenterOffset,2,
func_207665_a,setCenterOffset,2,
func_207667_a,getTransformedPos,2,
func_207668_a,addEntitiesToWorld,2,
func_207669_a,getTransformedPos,2,
func_207708_e,y,0,
func_207712_c,removeClickEvents,2,
func_207736_b,setEyeOpen,2,
func_207737_d,isEyeOpen,0,
func_207741_a,getName,0,
func_207742_d,isNewLevelIdAcceptable,0,
func_207744_c,getSizeOnDisk,0,
func_207804_a,getDouble,0,
func_207805_a,getDouble,0,
func_207806_e,absFloor,0,
func_207922_a,map,2,
func_207923_a,getMin,2,
func_207925_b,getMax,2,
func_207936_a,getNumHorizontallyAdjacentSources,2,Returns the number of immediately adjacent source blocks of the same fluid that lie on the horizontal plane.
func_208000_a,setHeadRotation,0,
func_208003_a,shouldExchangeEquipment,2,
func_208006_dE,closeToTarget,2,
func_208008_s,setGotFish,2,
func_208010_l,getTreasurePos,2,
func_208011_dD,hasGotFish,2,
func_208012_g,setTreasurePos,2,
func_208016_c,addTellEvent,2,
func_208017_dF,getDisplayNameAndUUID,2,
func_208018_a,hasTmpInventory,0,
func_208025_a,getAll,2,
func_208034_b,throwExceptionForGlError,0,
func_208048_a,applyItemNBT,2,
func_208061_a,doesSideFillSquare,2,
func_208062_a,isOpaque,2,Gets whether the provided {@link VoxelShape} is opaque
func_208064_n,getShapeProperty,2,Returns a stair shape property based on the surrounding stairs from the given blockstate and position
func_208070_a,getDirectionToOther,2,"Given a bed part and the direction it's facing, find the direction to move to get the other bed part"
func_208071_a,isSamePoweredRail,2,
func_208072_b,canHoldBubbleColumn,2,
func_208073_b,getHingeSide,2,
func_208074_a,getSide,2,
func_208076_b,getType,2,
func_208077_a,hasType,2,
func_208081_a,opposite,2,
func_208087_a,byState,2,
func_208088_a,getSound,2,
func_208092_c,isAscending,2,
func_208103_a,rarity,2,
func_208200_a,listPlayers,2,
func_208201_b,listUUIDs,2,
func_208304_a,tryCreate,2,
func_208306_D,createAttributeModifierDecimalFormat,2,
func_208310_b,saveRecipeAdvancement,2,Saves an advancement to a file.
func_208311_a,saveRecipe,2,Saves a recipe to a file.
func_208316_a,recordHash,2,Inform the cache that a file has been written to {@code fileIn} with contents hashing to {@code hash}.
func_208317_a,writeCache,2,"Writes the cache file containing the hashes of newly created files to the disk, and deletes any stale files."
func_208320_b,isStale,2,
func_208323_a,getPreviousHash,2,"Gets the previous hash of a file, so that it doesn't need to be written to disk. Only meaningful before {@link recordHash} has been called.\n \n@return The hash that was recorded when {@link recordHash} was called on the previous run, or <code>null</code> if the file does not exist, or an empty string if the file exists but was not recorded. Note that the hash is <em>not</em> based on the current bytes on disk."
func_208404_d,hasName,2,
func_208409_c,getZ,2,
func_208411_a,getIndex,2,
func_208412_a,getX,2,
func_208421_b,getY,2,
func_208453_a,getBlock,2,
func_208454_a,setDistance,2,
func_208456_b,getIndex,2,
func_208457_b,isLog,2,
func_208459_d,getDistance,2,
func_208460_c,isLeaf,2,
func_208461_a,isSkippable,2,
func_208464_a,getStateId,2,
func_208465_a,write,2,
func_208485_j,getTargetPos,2,
func_208486_d,getCrop,2,
func_208487_j,isRail,2,
func_208488_a,isRail,2,
func_208489_a,getUpdatedState,2,
func_208490_b,areCornersDisabled,2,
func_208492_w,getDistance,2,
func_208493_b,updateDistance,2,
func_208496_w,countBlocksVineIsAttachedTo,2,
func_208498_a,getTopSolidOrLiquidBlock,2,
func_208509_a,reset,2,
func_208517_a,sendGameModeFeedback,2,
func_208521_b,setBlockStateNoReaction,2,
func_208535_c,bitsPerEntry,2,
func_208600_a,areEyesInFluid,2,
func_208604_b,setChatLine,0,
func_208617_a,makeCuboidShape,2,
func_208618_m,getSlipperiness,2,
func_208619_r,isVariableOpacity,2,
func_208770_d,variableOpacity,2,
func_209001_a,formatDouble,0,
func_209002_a,formatInt,0,
func_209003_a,isAtLeast,2,
func_209011_c,getDebugInfoLeft,0,
func_209100_b,isPlaying,0,
func_209118_a,unlock,2,
func_209119_b,lock,2,
func_209120_c,markNew,2,
func_209149_a,fix,2,
func_209179_a,makeOpening,2,
func_209200_a,stop,0,
func_209201_e,loadTemplateResource,2,
func_209205_a,loadTemplate,2,
func_209207_l,updateAir,2,
func_209225_Q,fixPlayerData,2,
func_209242_d,getSource,0,
func_209243_a,registerGlConstantName,0,
func_209244_a,logDebugMessage,0,
func_209245_c,getFallbackString,0,
func_209246_f,getSeverity,0,
func_209247_b,setDebugVerbosity,0,
func_209248_e,getType,0,
func_209267_a,propagateException,0,
func_209270_a,write,0,
func_209271_a,write,0,
func_209297_b,addBanners,2,
func_209300_a,mapSkull,2,
func_209301_a,mapDoor,2,
func_209307_a,addBeds,2,
func_209343_a,register,2,
func_209344_a,getPlacementType,2,
func_209357_a,fromItemListStream,2,
func_209365_a,nbt,2,
func_209366_a,type,2,
func_209367_a,effects,2,
func_209368_a,test,2,
func_209369_a,serialize,2,
func_209370_a,deserialize,2,
func_209382_a,canCreatureTypeSpawnAtLocation,2,
func_209398_c,getFiles,2,"Gets all files in the directory, other than the cache file itself."
func_209400_b,deleteStale,2,
func_209506_al,getModelManager,0,
func_209509_a,resolvePathStructures,2,
func_209510_b,resolvePath,2,
func_209511_p,isInRain,2,
func_209512_q,isInBubbleColumn,2,
func_209521_a,handleCustomPayloadLogin,0,
func_209522_a,joinServer,0,
func_209526_a,processCustomPayloadLogin,2,
func_209533_a,getPositionRandom,0,
func_209541_a,fromJson,2,
func_209550_a,withResultConsumer,2,
func_209552_a,getPropertyMapString,0,
func_209553_a,getModelLocation,0,
func_209554_c,getModelLocation,0,
func_209555_a,getPropertyValueString,0,
func_209556_a,isNeighbourSideCovered,0,
func_209557_a,isAdjacentFluidSameAs,0,
func_209573_a,setStateContainer,0,
func_209574_a,getStateContainer,0,
func_209577_a,fromJson,0,
func_209578_a,getVariants,0,
func_209579_a,makeItemModel,0,
func_209581_a,getModelWithOverrides,0,
func_209592_a,parseValue,0,
func_209593_a,putModel,0,
func_209597_a,getUnbakedModel,0,
func_209598_b,loadBlockstate,0,
func_209605_a,parseVariantKey,0,
func_209614_a,build,0,
func_209621_a,fixTag,2,
func_209627_a,fixTag,2,
func_209633_a,fixTag,2,
func_209636_a,fix,2,
func_209643_a,fixTag,2,
func_209645_a,fixTag,2,
func_209647_a,updateLine,2,
func_209650_a,fixTag,2,
func_209651_a,fixTag,2,
func_209652_a,fixTag,2,
func_209653_a,fixTag,2,
func_209655_a,fixTag,2,
func_209656_a,fixTag,2,
func_209659_a,fix,2,
func_209676_a,updateCrop,2,
func_209677_a,fixTag,2,
func_209681_a,upgradeItem,2,
func_209712_b,fix,2,
func_209719_a,getProperty,2,
func_209724_a,idFor,2,
func_209726_a,getName,2,
func_209729_a,fixTag,2,
func_209740_a,fixTagCustomName,2,
func_209743_a,fixTag,2,
func_209748_a,doFix,2,
func_209757_a,getEntity,2,
func_209758_a,getNewNameAndTag,2,
func_209766_a,fix,2,
func_209770_a,makeLeafTag,2,
func_209900_a,getPositionRandom,0,"Return a random long to be passed to {@link IBakedModel#getQuads}, used for random model rotations"
func_209906_a,randomAge,2,
func_209907_b,retain,2,
func_209908_j,getAsNumber,2,
func_209918_a,getTransaction,0,
func_209930_a,storeIntoScore,2,
func_209952_a,storeIntoBossbar,2,
func_210048_b,makeDynamic,2,
func_210049_b,getFixedNBTForID,2,
func_210050_a,updateNBT,2,
func_210051_a,write,2,
func_210053_a,setBlock,2,
func_210056_a,getBlock,2,
func_210058_a,write,2,
func_210059_c,removeTileEntity,2,
func_210060_a,setBlock,2,
func_210064_a,getBlock,2,
func_210066_b,getTileEntity,2,
func_210152_a,processPickItem,2,
func_210153_a,processUpdateCommandBlock,2,
func_210154_a,processUpdateBeacon,2,
func_210155_a,processRenameItem,2,
func_210156_a,processEditBook,2,
func_210157_a,processUpdateStructureBlock,2,
func_210158_a,processUpdateCommandMinecart,2,
func_210159_a,processSelectTrade,2,
func_210163_a,setName,2,
func_210165_f,getPositionVector,0,
func_210167_g,getMinecart,0,
func_210195_d,getExplosionResistance,2,
func_210197_e,getFlowingFluid,2,
func_210198_f,getStillFluid,2,
func_210200_l,getExplosionResistance,2,
func_210266_a,disableCache,0,
func_210324_e,checkPermission,2,
func_210326_a,fillSelectorSuggestions,2,
func_210345_b,shouldUpdateAll,2,"If true it updates author, title and pages. Otherwise just update pages."
func_210346_a,getStack,2,The client written book stack containing up to date nbt data.
func_210349_a,getPickIndex,2,
func_210351_a,getName,2,
func_210355_a,getPrimaryEffect,2,
func_210356_b,getSecondaryEffect,2,
func_210359_b,getCommand,2,
func_210360_f,getMode,2,
func_210361_a,getPos,2,
func_210362_e,isAuto,2,
func_210363_c,shouldTrackOutput,2,
func_210364_d,isConditional,2,
func_210371_a,getCommandBlock,2,
func_210372_a,getCommand,2,
func_210373_b,shouldTrackOutput,2,
func_210377_d,getName,2,
func_210378_c,getMode,2,
func_210379_h,getRotation,2,
func_210380_a,getPos,2,
func_210381_n,getSeed,2,
func_210382_m,getIntegrity,2,
func_210383_e,getPosition,2,
func_210385_f,getSize,2,
func_210386_g,getMirror,2,
func_210387_l,shouldShowBoundingBox,2,
func_210388_i,getMetadata,2,
func_210389_j,shouldIgnoreEntities,2,
func_210390_k,shouldShowAir,2,
func_210415_a,buildIfResult,2,
func_210459_b,lock,2,
func_210460_c,unlock,2,
func_210482_a,updateItemStack,2,
func_210500_b,handleFluidAcceleration,2,
func_210501_h,getPreset,0,Gets the superflat preset string for the generator; see https://minecraft.gamepedia.com/Superflat#Preset_code_format
func_210502_a,setPreset,0,Sets the generator config based off of the given preset.\n \nImplementation note: {@link GuiFlatPresets} calls this method and not {@link #getGeneratorOptions} when the done button is used.
func_210503_a,setGeneratorOptions,0,Sets the generator config based on the given NBT.
func_210504_i,getGeneratorOptions,0,Gets the NBT data for the generator (which has the same use as the preset)
func_210506_a,deserialize,0,
func_210507_j,serialize,0,
func_210537_a,getSideMask,2,
func_210548_a,getLayerInfoFromString,2,
func_210549_a,convert,2,
func_210552_b,getLayersInfoFromString,2,
func_210567_a,direction2dTo3d,2,
func_210586_a,updateChildren,2,
func_210588_c,updateSingleField,2,
func_210589_d,updateDoubleField,2,
func_210590_b,updateChildren,2,
func_210758_b,getOrCreateDescriptionId,2,
func_210760_d,getTranslationKey,2,
func_210769_a,getFacingFromVector,2,
func_210771_f,getDefaultTranslationKey,2,
func_210773_k,getTranslationKey,2,
func_210813_b,exists,2,
func_210821_a,update,2,
func_210822_a,update,2,
func_210827_g,scanForLegacyFight,2,
func_210828_h,findOrCreateDragon,2,
func_210835_a,createFlatGenerator,2,
func_210891_a,addFixers,2,
func_210901_a,getDataFixer,2,
func_210932_a,get,2,
func_210933_a,isFirst,2,
func_210934_b,getPosition,2,
func_210937_a,getStep,2,
func_210939_a,getAxisDirection,2,
func_210940_b,getAxis,2,
func_210957_a,getSideMask,2,
func_210975_a,packOffsetCoordinates,2,
func_211027_A,getGeneratorOptions,2,
