searge,name,side,desc,class
field_217712_b,minecraft,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer
field_217713_c,pois,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer
field_217716_f,lastLookedAtUuid,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer
field_217721_b,clientData,0,,net/minecraft/client/renderer/debug/ChunkInfoDebugRenderer$Entry
field_217722_c,serverData,0,,net/minecraft/client/renderer/debug/ChunkInfoDebugRenderer$Entry
field_217723_a,pos,0,,net/minecraft/client/renderer/debug/EntityAIDebugRenderer$Entry
field_217724_b,priority,0,,net/minecraft/client/renderer/debug/EntityAIDebugRenderer$Entry
field_217725_c,name,0,,net/minecraft/client/renderer/debug/EntityAIDebugRenderer$Entry
field_217726_d,isRunning,0,,net/minecraft/client/renderer/debug/EntityAIDebugRenderer$Entry
field_217740_l,chunkRenderer,0,,net/minecraft/client/renderer/debug/DebugRenderer
field_217742_n,goalSelectorRenderer,0,,net/minecraft/client/renderer/debug/DebugRenderer
field_217747_a,uuid,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217748_b,id,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217749_c,name,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217750_d,pos,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217751_e,activities,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217752_f,behaviors,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217753_g,memories,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217754_h,pois,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$BrainInfo
field_217755_a,pos,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$POIInfo
field_217756_b,type,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$POIInfo
field_217757_c,freeTicketCount,0,,net/minecraft/client/renderer/debug/PointOfInterestDebugRenderer$POIInfo
field_217760_a,TEXTURE_LOCATION,0,,net/minecraft/client/renderer/entity/FishRenderer
field_217761_a,itemRenderer,0,,net/minecraft/client/renderer/entity/FireworkRocketRenderer
field_217763_f,scale,0,,net/minecraft/client/renderer/entity/SpriteRenderer
field_217767_a,RED_FOX_TEXTURE,0,,net/minecraft/client/renderer/entity/FoxRenderer
field_217768_j,RED_FOX_SLEEP_TEXTURE,0,,net/minecraft/client/renderer/entity/FoxRenderer
field_217769_k,SNOW_FOX_TEXTURE,0,,net/minecraft/client/renderer/entity/FoxRenderer
field_217770_l,SNOW_FOX_SLEEP_TEXTURE,0,,net/minecraft/client/renderer/entity/FoxRenderer
field_217771_a,ZOMBIE_LOCATION,0,,net/minecraft/client/renderer/entity/AbstractZombieRenderer
field_217772_a,PILLAGER,0,,net/minecraft/client/renderer/entity/PillagerRenderer
field_217774_a,TEXTURES,0,,net/minecraft/client/renderer/entity/MooshroomRenderer
field_217777_a,TEXTURES,0,,net/minecraft/client/renderer/entity/PandaRenderer
field_217778_a,TEXTURE_LOCATION,0,,net/minecraft/client/renderer/entity/RavagerRenderer
field_217779_a,VILLAGER_BASE_SKIN,0,,net/minecraft/client/renderer/entity/VillagerRenderer
field_217780_a,VILLAGER_BASE_SKIN,0,,net/minecraft/client/renderer/entity/WanderingTraderRenderer
field_217783_c,camera,0,,net/minecraft/client/renderer/entity/EntityRendererManager
field_217797_a,HOLDER_COMPARATOR,0,,net/minecraft/client/renderer/texture/Stitcher
field_217802_a,metadata,0,,net/minecraft/client/renderer/texture/SimpleTexture$TextureData
field_217803_b,image,0,,net/minecraft/client/renderer/texture/SimpleTexture$TextureData
field_217804_c,exception,0,,net/minecraft/client/renderer/texture/SimpleTexture$TextureData
field_217805_a,sprites,0,,net/minecraft/client/renderer/texture/AtlasTexture$SheetData
field_217806_b,width,0,,net/minecraft/client/renderer/texture/AtlasTexture$SheetData
field_217807_c,height,0,,net/minecraft/client/renderer/texture/AtlasTexture$SheetData
field_217808_d,regions,0,,net/minecraft/client/renderer/texture/AtlasTexture$SheetData
field_217810_e,JAR_FILESYSTEM_BY_TYPE,2,,net/minecraft/resources/VanillaPack
field_217819_f,assetIndex,0,,net/minecraft/client/resources/DownloadingPackFinder
field_217824_d,BY_NAME,0,,net/minecraft/client/resources/data/VillagerMetadataSection$HatType
field_217825_e,name,0,,net/minecraft/client/resources/data/VillagerMetadataSection$HatType
field_217827_a,SERIALIZER,0,,net/minecraft/client/resources/data/VillagerMetadataSection
field_217828_b,hat,0,,net/minecraft/client/resources/data/VillagerMetadataSection
field_217829_c,particleTexture,0,,net/minecraft/client/renderer/model/BuiltInModel
field_217848_D,loadingStack,0,,net/minecraft/client/renderer/model/ModelBakery
field_217849_F,unbakedCache,0,,net/minecraft/client/renderer/model/ModelBakery
field_217850_G,bakedCache,0,,net/minecraft/client/renderer/model/ModelBakery
field_217851_H,topLevelModels,0,,net/minecraft/client/renderer/model/ModelBakery
field_217852_I,bakedTopLevelModels,0,,net/minecraft/client/renderer/model/ModelBakery
field_217853_J,atlasPreparations,0,,net/minecraft/client/renderer/model/ModelBakery
field_217854_z,ITEM_MODEL_GENERATOR,0,,net/minecraft/client/renderer/model/ModelBakery
field_217862_m,relative,0,,net/minecraft/client/audio/LocatableSound
field_217863_o,entity,0,,net/minecraft/client/audio/EntityTickableSound
field_217864_a,player,0,,net/minecraft/client/audio/BubbleColumnAmbientSoundHandler
field_217865_b,wasInBubbleColumn,0,,net/minecraft/client/audio/BubbleColumnAmbientSoundHandler
field_217866_c,firstTick,0,,net/minecraft/client/audio/BubbleColumnAmbientSoundHandler
field_217875_a,namespaceTree,0,,net/minecraft/client/util/SearchTreeReloadable
field_217876_b,pathTree,0,,net/minecraft/client/util/SearchTreeReloadable
field_217877_c,idGetter,0,,net/minecraft/client/util/SearchTreeReloadable
field_217878_d,contents,0,,net/minecraft/client/util/SearchTreeReloadable
field_217879_e,orderT,0,,net/minecraft/client/util/SearchTreeReloadable
field_217881_a,firstIterator,0,,net/minecraft/client/util/SearchTreeReloadable$JoinedIterator
field_217882_b,secondIterator,0,,net/minecraft/client/util/SearchTreeReloadable$JoinedIterator
field_217883_c,orderT,0,,net/minecraft/client/util/SearchTreeReloadable$JoinedIterator
field_217893_b,channel,0,,net/minecraft/client/audio/ChannelManager$Entry
field_217894_c,stopped,0,,net/minecraft/client/audio/ChannelManager$Entry
field_217905_a,channels,0,,net/minecraft/client/audio/ChannelManager
field_217906_b,library,0,,net/minecraft/client/audio/ChannelManager
field_217907_c,executor,0,,net/minecraft/client/audio/ChannelManager
field_217918_a,resourceManager,0,,net/minecraft/client/audio/AudioStreamManager
field_217919_b,cache,0,,net/minecraft/client/audio/AudioStreamManager
field_217937_g,library,0,,net/minecraft/client/audio/SoundEngine
field_217938_h,listener,0,,net/minecraft/client/audio/SoundEngine
field_217939_i,soundBuffers,0,,net/minecraft/client/audio/SoundEngine
field_217940_j,executor,0,,net/minecraft/client/audio/SoundEngine
field_217941_k,channelAccess,0,,net/minecraft/client/audio/SoundEngine
field_217942_m,instanceToChannel,0,,net/minecraft/client/audio/SoundEngine
field_217943_n,instanceBySource,0,,net/minecraft/client/audio/SoundEngine
field_217948_a,registry,0,,net/minecraft/client/audio/SoundHandler$Loader
field_217951_h,isLightning,2,,net/minecraft/advancements/criterion/DamageSourcePredicate$Builder
field_217953_i,isLightning,2,,net/minecraft/advancements/criterion/DamageSourcePredicate
field_217958_a,ANY,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217959_b,CAPTAIN,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217960_c,head,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217961_d,chest,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217962_e,legs,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217963_f,feet,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217964_g,mainhand,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217965_h,offhand,2,,net/minecraft/advancements/criterion/EntityEquipmentPredicate
field_217969_a,isOnFire,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate$Builder
field_217971_c,isSprinting,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate$Builder
field_217972_d,isSwimming,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate$Builder
field_217973_e,isBaby,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate$Builder
field_217979_a,ANY,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate
field_217980_b,isOnFire,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate
field_217982_d,isSprinting,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate
field_217983_e,isSwimming,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate
field_217984_f,isBaby,2,,net/minecraft/advancements/criterion/EntityFlagsPredicate
field_217990_f,flags,2,,net/minecraft/advancements/criterion/EntityPredicate$Builder
field_217991_g,equipment,2,,net/minecraft/advancements/criterion/EntityPredicate$Builder
field_217992_h,catType,2,,net/minecraft/advancements/criterion/EntityPredicate$Builder
field_217994_h,flags,2,,net/minecraft/advancements/criterion/EntityPredicate
field_217995_i,equipment,2,,net/minecraft/advancements/criterion/EntityPredicate
field_217996_j,catType,2,,net/minecraft/advancements/criterion/EntityPredicate
field_218000_b,type,2,,net/minecraft/advancements/criterion/EntityTypePredicate$TypePredicate
field_218001_b,tag,2,,net/minecraft/advancements/criterion/EntityTypePredicate$TagPredicate
field_218014_a,x,2,,net/minecraft/advancements/criterion/LocationPredicate$Builder
field_218015_b,y,2,,net/minecraft/advancements/criterion/LocationPredicate$Builder
field_218016_c,z,2,,net/minecraft/advancements/criterion/LocationPredicate$Builder
field_218017_d,biome,2,,net/minecraft/advancements/criterion/LocationPredicate$Builder
field_218018_e,feature,2,,net/minecraft/advancements/criterion/LocationPredicate$Builder
field_218019_f,dimension,2,,net/minecraft/advancements/criterion/LocationPredicate$Builder
field_218035_g,LONG_TOO_SMALL,2,,net/minecraft/command/TranslatableExceptionProvider
field_218036_h,LONG_TOO_BIG,2,,net/minecraft/command/TranslatableExceptionProvider
field_218037_p,READER_INVALID_LONG,2,,net/minecraft/command/TranslatableExceptionProvider
field_218038_q,READER_EXPECTED_LONG,2,,net/minecraft/command/TranslatableExceptionProvider
field_218044_a,EXAMPLES,2,,net/minecraft/command/arguments/NBTCompoundTagArgument
field_218058_a,name,2,,net/minecraft/command/arguments/NBTPathArgument$StringNode
field_218059_a,index,2,,net/minecraft/command/arguments/NBTPathArgument$CollectionNode
field_218061_a,pattern,2,,net/minecraft/command/arguments/NBTPathArgument$ListNode
field_218062_b,predicate,2,,net/minecraft/command/arguments/NBTPathArgument$ListNode
field_218063_a,name,2,,net/minecraft/command/arguments/NBTPathArgument$JsonNode
field_218064_b,pattern,2,,net/minecraft/command/arguments/NBTPathArgument$JsonNode
field_218065_c,predicate,2,,net/minecraft/command/arguments/NBTPathArgument$JsonNode
field_218066_a,predicate,2,,net/minecraft/command/arguments/NBTPathArgument$CompoundNode
field_218067_a,INSTANCE,2,,net/minecraft/command/arguments/NBTPathArgument$EmptyListNode
field_218078_b,nodeToOriginalPosition,2,,net/minecraft/command/arguments/NBTPathArgument$NBTPath
field_218084_b,ERROR_NOTHING_FOUND,2,,net/minecraft/command/arguments/NBTPathArgument
field_218087_a,EXAMPLES,2,,net/minecraft/command/arguments/NBTTagArgument
field_218093_a,EXAMPLES,2,,net/minecraft/command/arguments/TimeArgument
field_218094_b,ERROR_INVALID_UNIT,2,,net/minecraft/command/arguments/TimeArgument
field_218095_c,ERROR_INVALID_TICK_COUNT,2,,net/minecraft/command/arguments/TimeArgument
field_218096_d,UNITS,2,,net/minecraft/command/arguments/TimeArgument
field_218183_a,dimension,2,,net/minecraft/util/math/GlobalPos
field_218184_b,pos,2,,net/minecraft/util/math/GlobalPos
field_218230_a,memories,2,,net/minecraft/entity/ai/brain/Brain
field_218231_b,sensors,2,,net/minecraft/entity/ai/brain/Brain
field_218232_c,availableBehaviorsByPriority,2,,net/minecraft/entity/ai/brain/Brain
field_218233_d,schedule,2,,net/minecraft/entity/ai/brain/Brain
field_218234_e,activityRequirements,2,,net/minecraft/entity/ai/brain/Brain
field_218235_f,coreActivities,2,,net/minecraft/entity/ai/brain/Brain
field_218236_g,activeActivities,2,,net/minecraft/entity/ai/brain/Brain
field_218237_h,defaultActivity,2,,net/minecraft/entity/ai/brain/Brain
field_218238_i,lastScheduleUpdate,2,,net/minecraft/entity/ai/brain/Brain
field_218255_a,LOGGER,2,,net/minecraft/village/PointOfInterestData
field_218256_b,records,2,,net/minecraft/village/PointOfInterestData
field_218257_c,byType,2,,net/minecraft/village/PointOfInterestData
field_218258_d,setDirty,2,,net/minecraft/village/PointOfInterestData
field_218259_e,isValid,2,,net/minecraft/village/PointOfInterestData
field_218266_a,pos,2,,net/minecraft/village/PointOfInterest
field_218267_b,poiType,2,,net/minecraft/village/PointOfInterest
field_218268_c,freeTickets,2,,net/minecraft/village/PointOfInterest
field_218269_d,setDirty,2,,net/minecraft/village/PointOfInterest
field_218273_h,hasSkylight,2,,net/minecraft/world/DimensionType
field_218292_j,Z_OFFSET,2,,net/minecraft/util/math/BlockPos
field_218293_k,X_OFFSET,2,,net/minecraft/util/math/BlockPos
field_218297_b,nextPos,2,,net/minecraft/util/math/BlockPos$1
field_218298_a,cursor,2,,net/minecraft/util/math/BlockPos$2
field_218311_g,x,2,,net/minecraft/util/math/CubeCoordinateIterator
field_218312_h,y,2,,net/minecraft/util/math/CubeCoordinateIterator
field_218313_i,z,2,,net/minecraft/util/math/CubeCoordinateIterator
field_218360_A,CHUNK_STATUS,2,,net/minecraft/util/registry/Registry
field_218361_B,STRUCTURE_FEATURE,2,,net/minecraft/util/registry/Registry
field_218362_C,STRUCTURE_PIECE,2,,net/minecraft/util/registry/Registry
field_218363_D,RULE_TEST,2,,net/minecraft/util/registry/Registry
field_218364_E,STRUCTURE_PROCESSOR,2,,net/minecraft/util/registry/Registry
field_218365_F,STRUCTURE_POOL_ELEMENT,2,,net/minecraft/util/registry/Registry
field_218366_G,MENU,2,,net/minecraft/util/registry/Registry
field_218367_H,RECIPE_TYPE,2,,net/minecraft/util/registry/Registry
field_218368_I,RECIPE_SERIALIZER,2,,net/minecraft/util/registry/Registry
field_218369_K,VILLAGER_TYPE,2,,net/minecraft/util/registry/Registry
field_218370_L,VILLAGER_PROFESSION,2,,net/minecraft/util/registry/Registry
field_218371_M,POINT_OF_INTEREST_TYPE,2,,net/minecraft/util/registry/Registry
field_218372_N,MEMORY_MODULE_TYPE,2,,net/minecraft/util/registry/Registry
field_218373_O,SENSOR_TYPE,2,,net/minecraft/util/registry/Registry
field_218374_P,SCHEDULE,2,,net/minecraft/util/registry/Registry
field_218375_Q,ACTIVITY,2,,net/minecraft/util/registry/Registry
field_218376_a,LOADERS,2,,net/minecraft/util/registry/Registry
field_218377_o,CARVER,2,,net/minecraft/util/registry/Registry
field_218378_p,SURFACE_BUILDER,2,,net/minecraft/util/registry/Registry
field_218379_q,FEATURE,2,,net/minecraft/util/registry/Registry
field_218380_r,DECORATOR,2,,net/minecraft/util/registry/Registry
field_218387_r,BY_NORMAL,2,,net/minecraft/util/Direction
field_218390_z,textColor,2,,net/minecraft/item/DyeColor
field_218391_d,name,2,,net/minecraft/state/properties/BambooLeaves
field_218392_e,name,2,,net/minecraft/state/properties/BellAttachment
field_218394_a,cursor,2,,net/minecraft/util/math/SectionPos$1
field_218402_b,defaultDispenseItemBehavior,2,,net/minecraft/dispenser/DispenseBoatBehavior
field_218403_c,type,2,,net/minecraft/dispenser/DispenseBoatBehavior
field_218407_b,success,2,,net/minecraft/dispenser/OptionalDispenseBehavior
field_218417_ae,CAMPFIRE_COSY_SMOKE,2,,net/minecraft/particles/ParticleTypes
field_218418_af,CAMPFIRE_SIGNAL_SMOKE,2,,net/minecraft/particles/ParticleTypes
field_218419_B,FLASH,2,,net/minecraft/particles/ParticleTypes
field_218420_D,COMPOSTER,2,,net/minecraft/particles/ParticleTypes
field_218421_R,SNEEZE,2,,net/minecraft/particles/ParticleTypes
field_218422_X,SPLASH,2,,net/minecraft/particles/ParticleTypes
field_218423_k,FALLING_LAVA,2,,net/minecraft/particles/ParticleTypes
field_218424_l,LANDING_LAVA,2,,net/minecraft/particles/ParticleTypes
field_218425_n,FALLING_WATER,2,,net/minecraft/particles/ParticleTypes
field_218429_b,GSON,2,,net/minecraft/data/BlockListReport
field_218430_b,GSON,2,,net/minecraft/data/CommandsReport
field_218433_b,GSON,2,,net/minecraft/data/RegistryDumpReport
field_218434_c,generator,2,,net/minecraft/data/RegistryDumpReport
field_218441_b,LOGGER,2,,net/minecraft/data/LootTableProvider
field_218442_c,GSON,2,,net/minecraft/data/LootTableProvider
field_218443_d,generator,2,,net/minecraft/data/LootTableProvider
field_218444_e,subProviders,2,,net/minecraft/data/LootTableProvider
field_218457_g,keep,2,,net/minecraft/data/DirectoryCache
field_218459_b,MOBS_TO_KILL,2,,net/minecraft/data/advancements/AdventureAdvancements
field_218573_a,HAS_SILK_TOUCH,2,,net/minecraft/data/loot/BlockLootTables
field_218574_b,HAS_NO_SILK_TOUCH,2,,net/minecraft/data/loot/BlockLootTables
field_218575_c,HAS_SHEARS,2,,net/minecraft/data/loot/BlockLootTables
field_218576_d,HAS_SHEARS_OR_SILK_TOUCH,2,,net/minecraft/data/loot/BlockLootTables
field_218577_e,HAS_NO_SHEARS_OR_SILK_TOUCH,2,,net/minecraft/data/loot/BlockLootTables
field_218578_f,EXPLOSION_RESISTANT,2,,net/minecraft/data/loot/BlockLootTables
field_218579_g,NORMAL_LEAVES_SAPLING_CHANCES,2,,net/minecraft/data/loot/BlockLootTables
field_218580_h,JUNGLE_LEAVES_SAPLING_CHANGES,2,,net/minecraft/data/loot/BlockLootTables
field_218581_i,map,2,,net/minecraft/data/loot/BlockLootTables
field_218586_a,ENTITY_ON_FIRE,2,,net/minecraft/data/loot/EntityLootTables
field_218587_b,map,2,,net/minecraft/data/loot/EntityLootTables
field_218589_a,IN_JUNGLE,2,,net/minecraft/data/loot/FishingLootTables
field_218590_b,IN_JUNGLE_HILLS,2,,net/minecraft/data/loot/FishingLootTables
field_218591_c,IN_JUNGLE_EDGE,2,,net/minecraft/data/loot/FishingLootTables
field_218592_d,IN_BAMBOO_JUNGLE,2,,net/minecraft/data/loot/FishingLootTables
field_218593_e,IN_MODIFIED_JUNGLE,2,,net/minecraft/data/loot/FishingLootTables
field_218594_f,IN_MODIFIED_JUNGLE_EDGE,2,,net/minecraft/data/loot/FishingLootTables
field_218595_g,IN_BAMBOO_JUNGLE_HILLS,2,,net/minecraft/data/loot/FishingLootTables
field_218611_a,id,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218612_b,group,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218613_c,ingredient,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218614_d,result,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218615_e,experience,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218616_f,cookingTime,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218617_g,advancement,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218618_h,advancementId,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218619_i,serializer,2,,net/minecraft/data/CookingRecipeBuilder$Result
field_218620_a,id,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218621_b,group,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218622_c,ingredient,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218623_d,result,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218624_e,count,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218625_f,advancement,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218626_g,advancementId,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218627_h,type,2,,net/minecraft/data/SingleItemRecipeBuilder$Result
field_218636_a,result,2,,net/minecraft/data/CookingRecipeBuilder
field_218637_b,ingredient,2,,net/minecraft/data/CookingRecipeBuilder
field_218638_c,experience,2,,net/minecraft/data/CookingRecipeBuilder
field_218639_d,cookingTime,2,,net/minecraft/data/CookingRecipeBuilder
field_218640_e,advancement,2,,net/minecraft/data/CookingRecipeBuilder
field_218641_f,group,2,,net/minecraft/data/CookingRecipeBuilder
field_218642_g,serializer,2,,net/minecraft/data/CookingRecipeBuilder
field_218649_a,result,2,,net/minecraft/data/SingleItemRecipeBuilder
field_218650_b,ingredient,2,,net/minecraft/data/SingleItemRecipeBuilder
field_218651_c,count,2,,net/minecraft/data/SingleItemRecipeBuilder
field_218652_d,advancement,2,,net/minecraft/data/SingleItemRecipeBuilder
field_218653_e,group,2,,net/minecraft/data/SingleItemRecipeBuilder
field_218654_f,type,2,,net/minecraft/data/SingleItemRecipeBuilder
field_218678_b,interpreting,2,,net/minecraft/util/text/NBTTextComponent
field_218679_c,nbtPathPattern,2,,net/minecraft/util/text/NBTTextComponent
field_218680_d,compiledNbtPath,2,,net/minecraft/util/text/NBTTextComponent
field_218681_e,LOGGER,2,,net/minecraft/util/text/NBTTextComponent
field_218684_e,posPattern,2,,net/minecraft/util/text/NBTTextComponent$Block
field_218685_f,compiledPos,2,,net/minecraft/util/text/NBTTextComponent$Block
field_218688_e,selectorPattern,2,,net/minecraft/util/text/NBTTextComponent$Entity
field_218689_f,compiledSelector,2,,net/minecraft/util/text/NBTTextComponent$Entity
field_218691_e,interrupt,2,,net/minecraft/util/text/ChatType
field_218696_g,DEBUG_POI_TICKET_COUNT_PACKET,2,,net/minecraft/network/play/server/SCustomPayloadPlayPacket
field_218697_h,DEBUG_POI_ADDED_PACKET,2,,net/minecraft/network/play/server/SCustomPayloadPlayPacket
field_218698_i,DEBUG_POI_REMOVED_PACKET,2,,net/minecraft/network/play/server/SCustomPayloadPlayPacket
field_218699_j,DEBUG_VILLAGE_SECTIONS,2,,net/minecraft/network/play/server/SCustomPayloadPlayPacket
field_218700_k,DEBUG_GOAL_SELECTOR,2,,net/minecraft/network/play/server/SCustomPayloadPlayPacket
field_218701_l,DEBUG_BRAIN,2,,net/minecraft/network/play/server/SCustomPayloadPlayPacket
field_218705_a,containerId,2,,net/minecraft/network/play/server/SOpenHorseWindowPacket
field_218706_b,size,2,,net/minecraft/network/play/server/SOpenHorseWindowPacket
field_218707_c,entityId,2,,net/minecraft/network/play/server/SOpenHorseWindowPacket
field_218711_d,heightmaps,2,,net/minecraft/network/play/server/SChunkDataPacket
field_218720_a,x,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218721_b,z,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218722_c,skyYMask,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218723_d,blockYMask,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218724_e,emptySkyYMask,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218725_f,emptyBlockYMask,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218726_g,skyUpdates,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218727_h,blockUpdates,2,,net/minecraft/network/play/server/SUpdateLightPacket
field_218729_g,chunkRadius,2,,net/minecraft/network/play/server/SJoinGamePacket
field_218730_d,locked,2,,net/minecraft/network/play/server/SMapDataPacket
field_218736_a,containerId,2,,net/minecraft/network/play/server/SMerchantOffersPacket
field_218737_b,offers,2,,net/minecraft/network/play/server/SMerchantOffersPacket
field_218738_c,villagerLevel,2,,net/minecraft/network/play/server/SMerchantOffersPacket
field_218739_d,villagerXp,2,,net/minecraft/network/play/server/SMerchantOffersPacket
field_218740_e,showProgress,2,,net/minecraft/network/play/server/SMerchantOffersPacket
field_218747_a,hand,2,,net/minecraft/network/play/server/SOpenBookWindowPacket
field_218751_a,containerId,2,,net/minecraft/network/play/server/SOpenWindowPacket
field_218752_b,type,2,,net/minecraft/network/play/server/SOpenWindowPacket
field_218753_c,title,2,,net/minecraft/network/play/server/SOpenWindowPacket
field_218756_a,x,2,,net/minecraft/network/play/server/SUpdateChunkPositionPacket
field_218757_b,z,2,,net/minecraft/network/play/server/SUpdateChunkPositionPacket
field_218759_a,radius,2,,net/minecraft/network/play/server/SUpdateViewDistancePacket
field_218765_a,sound,2,,net/minecraft/network/play/server/SSpawnMovingSoundEffectPacket
field_218766_b,source,2,,net/minecraft/network/play/server/SSpawnMovingSoundEffectPacket
field_218767_c,id,2,,net/minecraft/network/play/server/SSpawnMovingSoundEffectPacket
field_218768_d,volume,2,,net/minecraft/network/play/server/SSpawnMovingSoundEffectPacket
field_218769_e,pitch,2,,net/minecraft/network/play/server/SSpawnMovingSoundEffectPacket
field_218774_a,difficulty,2,,net/minecraft/network/play/client/CSetDifficultyPacket
field_218777_a,locked,2,,net/minecraft/network/play/client/CLockDifficultyPacket
field_218790_a,pos,2,,net/minecraft/network/play/client/CUpdateJigsawBlockPacket
field_218793_d,finalState,2,,net/minecraft/network/play/client/CUpdateJigsawBlockPacket
field_218795_a,blockHit,2,,net/minecraft/network/play/client/CPlayerTryUseItemOnBlockPacket
field_218807_a,LOGGER,2,,net/minecraft/network/DebugPacketSender
field_218811_a,NAMES_FIRST_PART,2,,net/minecraft/util/RandomObjectDescriptor
field_218812_b,NAMES_SECOND_PART,2,,net/minecraft/util/RandomObjectDescriptor
field_218813_q,VILLAGER_DATA,2,,net/minecraft/network/datasync/DataSerializers
field_218814_r,OPTIONAL_UNSIGNED_INT,2,,net/minecraft/network/datasync/DataSerializers
field_218815_s,POSE,2,,net/minecraft/network/datasync/DataSerializers
field_218824_a,tick,2,,net/minecraft/util/concurrent/TickDelayedTask
field_218825_b,runnable,2,,net/minecraft/util/concurrent/TickDelayedTask
field_218904_a,SUGGEST_LOOT_TABLE,2,,net/minecraft/command/impl/LootCommand
field_218905_b,ERROR_NO_HELD_ITEMS,2,,net/minecraft/command/impl/LootCommand
field_218906_c,ERROR_NO_LOOT_TABLE,2,,net/minecraft/command/impl/LootCommand
field_218913_a,ERROR_SAME_TICK,2,,net/minecraft/command/impl/ScheduleCommand
field_218919_a,ERROR_NOT_ON_TEAM,2,,net/minecraft/command/impl/TeamMsgCommand
field_218955_b,TARGET_PROVIDERS,2,,net/minecraft/command/impl/data/DataCommand
field_218956_c,SOURCE_PROVIDERS,2,,net/minecraft/command/impl/data/DataCommand
field_218957_g,ERROR_MULTIPLE_TAGS,2,,net/minecraft/command/impl/data/DataCommand
field_218958_h,ERROR_EXPECTED_LIST,2,,net/minecraft/command/impl/data/DataCommand
field_218959_i,ERROR_EXPECTED_OBJECT,2,,net/minecraft/command/impl/data/DataCommand
field_218960_j,ERROR_INVALID_INDEX,2,,net/minecraft/command/impl/data/DataCommand
field_218988_A,resourcePackHash,2,Deprecated. Use resourcePackSha1 instead.,net/minecraft/server/dedicated/ServerProperties
field_218989_B,resourcePackSha1,2,,net/minecraft/server/dedicated/ServerProperties
field_218990_C,hardcore,2,,net/minecraft/server/dedicated/ServerProperties
field_218991_D,allowNether,2,,net/minecraft/server/dedicated/ServerProperties
field_218992_E,spawnMonsters,2,,net/minecraft/server/dedicated/ServerProperties
field_218993_F,snooperEnabled,2,,net/minecraft/server/dedicated/ServerProperties
field_218994_G,useNativeTransport,2,,net/minecraft/server/dedicated/ServerProperties
field_218995_H,enableCommandBlock,2,,net/minecraft/server/dedicated/ServerProperties
field_218996_I,spawnProtection,2,,net/minecraft/server/dedicated/ServerProperties
